,title,answer
0,2019년 상반기 새마을금고중앙회 합격자 자기소개서 01,"[촉박한 시간, 편법보다는 정직을 택하다] 창업론을 수강하며 카페 두 곳의 투자액회수기간을 구하는 팀 과제를 수행했습니다. 한 달 동안 어렵게 점주님 두 분을 설득해 창업비용과 매출에 대한 정보를 얻기로 했습니다. 그런데 미팅 당일, 점주님 한 분이 마음을 돌리셔서 계획이 돌연 무산되었습니다. 과제 발표날까지 시간이 촉박했던 터라 팀원들은 불안해했습니다. 인터넷에서 찾은 비슷한 정보로 숫자를 꾸며내자는 의견이 분분해졌지만, 저는 정직하지 못한 방법으로 스스로를 속이고 싶지 않았습니다. 팀원들을 설득하고 독려해 직접 현장에서 실정보를 얻기로 했습니다. 대신, 팀원들의 불편함을 최소화하고자 제가 더 많은 시간을 할애하겠다 했습니다. 저는 부동산과 프랜차이즈 가맹업주에 비용을 직접 문의했고, 점포별 매출에 대해서는 팀원들과 교대로 카페에 앉아 일일 매출을 기록했습니다. 비록 다른 팀원들보다 배로 움직여야 했지만, 직접 수집한 정확한 데이터로 발표를 하여 A+ 학점을 받을 수 있었습니다.   [성실성, 나와 기업을 발전하게 하는 원동력] '성실성'이 가장 중요한 원칙이라고 생각합니다. 성실성은 책임감의 바탕이 되는 자세이자, 초심을 지켜주는 마음가짐이라 생각하기 때문입니다. 초심은 나 자신뿐 아니라 기업의 발전에도 큰 역할을 한다고 믿기 때문에 성실성을 유지하는 일이 필수라 생각합니다. 저는 어학원에서 근무한 1년 7개월 동안, 매일 2시간 일찍 출근하여 그 날의 업무 순서를 정리하고 해야할 일을 미리 살폈습니다. 우왕좌왕하고 싶지 않았고, 업무 환경에 빠르게 적응하고 싶었기 때문입니다. 이를 꾸준히 지키다 보니 능숙해져 어느 순간부터는 당일의 업무를 위한 준비를 마치고도 시간이 남아 다음날의 업무까지 미리 계획하는 여유가 생겼습니다. 이러한 성실함의 결과로 주변 동료들, 그리고 팀장님들로부터 ‘손이 빠르다, 일을 잘한다’라는 말을 들으며 업무 능력을 인정받을 수 있었습니다. 이러한 성실성을 바탕으로 새마을금고의 발전에 기여하는 일원이 되고 싶습니다.   [수년간의 노력] 친절한 상담 서비스와 다양한 금융 상품을 제공하는 새마을금고를 주거래 은행으로 이용하고 있습니다. 저의 역량을 바탕으로 새마을금고의 영업이익 증대를 이끄는 행원이 되고 싶어 지원했습니다. 대학시절 경영학을 전공하고 경영스터디 활동을 했습니다. 이를 통해 거시경제 동향, 지표, 용어에 대해 숙지하며 은행업무를 할 수 있는 기본기를 함양했습니다. 또한, 주식투자 동아리 활동을 하며 기업의 재무제표와 현금흐름표 읽는 법을 익혔습니다. 둘째, 고객 응대를 위한 CS마인드와 영업 역량이 있습니다. 어학원 근무 당시, 까다로운 학부모님들이 많았지만 1:1 상담을 통해 고객 개인의 니즈를 파악하고, 고객만족을 끌어낼 서비스와 상품을 제시해 고객만족도를 높였습니다. 판매의 핵심은 고객의 특성과 니즈를 파악하는 일에 있다는 것을 배울 수 있었던 경험입니다. 저는 이러한 역량을 바탕으로, 고객과의 최접점에서 새마을금고를 대표하며 고객만족도 1위에 빛나는 행원이 되고 싶습니다."
1,2018년 상반기 삼성SDS 합격자 Essay 01,"[물류중심에서 국제 표준화에 기여하겠습니다] 통계학개론, 유전통계학에서 SPSS 프로그램으로 대량 데이터 분석하면서 빅데이터와 IT 산업에 관심을 갖게 되었습니다. 이후 삼성 SDS 분사 기업인 'ㅁㅁㅁ'에서 사무보조 업무를 했습니다. ERP, MES 를 홍보를 위한 PR 자막 제작과 리플렛 자료를 영문 번역 하면서 물류 BPO 컨설턴트 꿈을 가졌습니다.]  ㅁㅁㅁ에서 남동공단의 제조업체를 타겟으로 신규고객사 발굴을 위한 시장조사를 하면서 직무 지식이 필요하다고 느꼈습니다. ㅁㅁ고용 디딤돌 과정을 통해 320시간의 경영, 마케팅, 비즈니스 영어 과목을 이수했습니다. 무역영어 1급을 취득하여 국제 무역에 대한 실무 지식을 갖췄습니다. 또한, 원가절감의 가치 창출을 목표로 재무상태와 손익을 분석하기 위해 '전산회계 1급, 전산세무 2급 과정'을 이수하고 있습니다.]  전자상거래의 역할이 커지게 되면서 물류 산업 환경을 변화시켰습니다. 향후 4차 산업혁명, IoT 등 다양한 IT 기술로 매체의 경계선이 허물어지고 유튜브, 페이스북과 같은 실시한 SNS 채널 통해 전자상거래를 더욱 촉진한다면 더 많은 물류가 이동할 것입니다. 이러한 신성장동력 기술 대비를 위해 IT 기술에 대한 이해력을 높이려고 ‘자바 머신러닝 개발 과정'을 이수했습니다. 삼성 SDS에서 물류의 글로벌 커버리지 역량을 갖춘 사원으로 성장하겠습니다.   다음 두 가지 경험을 통해 영업과 마케팅 역량을 쌓았습니다.  [데이터 분석을 활용하여 판매실적 향상하다] ㅁㅁㅁ모바일에서 아르바이트할 때, 점장님은 타 매장보다 영업실적이 부진해 고민하셨습니다. 저는 고객의 제품 문의 사항을 분석한다면 고객의 니즈를 파악할 수 있다고 생각했습니다. 매장 내·외부에서 126명에게 인터뷰와 설문 조사를 시행했습니다. 36.5% 그리고 31.7%의 응답자가 각각 2, 3만 원대의 휴대전화 외장메모리를 구매할 의향이 있다고 응답했습니다. 데이터 분석 및 시각화 프로그램인 태블로(Tableau)를 사용해 구매 의사와 가격대의 상관관계를 보여드렸습니다. 점장님과 의논하여 웹사이트를 통해 두 가격대의 외장메모리를 비교해서 두 가격대의 제품을 구매했습니다. 외장메모리를 매장에 배치한 이후에 판매 실적이 전월 대비 20%를 올랐다는 것을 점장님을 통해 알게 되었습니다.  [목표 금액을 달성하게 도와준 기부금 영수증] 실패와 성공의 경험을 축적해온 사람은 승률이 높은 전략을 기획합니다. 그래서 저는 실패 원인을 분석하고 전략을 보완하면서 실패를 성공으로 전환하는 법을 습득하기 위해 노력했습니다.  해외봉사 동아리에 참여하게 되었습니다. 동아리 관행이었던 길거리 모금활동을 다 같이 참여했지만, 개인일정이 달라 참여율도 낮고 책임감이 분산되어 저조한 성과를 경험했습니다. 당시 목표는 10개월 동안 9명의 팀원 각자가 개인 목표 금액인 70만 원씩 달성해야 했습니다. 저는 홍보와 마케팅 책임자로서 자선행사를 기획하여 후원금을 창출하고 동아리 팀원들이 봉사에 참여할 수 있도록 지원하는 역할을 했습니다. 성과향상을 위해 길거리 모금활동 대책을 수정했습니다. 팀원들이 주어진 목표에 대해 책임감을 가질 수 있도록 관할 구역을 지정해줬고 매주 마다 보고받았습니다. 하지만 가시적인 효과 없이 길거리 모금활동은 실패했습니다. 저는 길거리 모금활동 결과를 분석했습니다. 첫째, 학교 내외에서 우리 동아리에 대한 인식이 부족하다는 점이었습니다. 둘째, 사람들이 길거리에서 우연히 모르는 단체에 기부했지만, 그 사실을 사진이나 기록으로 남길 수 없는 길거리 모금활동의 특성을 파악했습니다.  마케팅 분야에 지식을 서적과 인터넷으로 찾아 보완했고, 다른 동아리 마케팅 전략을 비교 분석했습니다. 분석한 원인을 보완하기 위해 SNS에 기부 활동을 공유할 수 있도록 바이럴 마케팅을 기획했습니다. A4용지를 12등분 나누고 작은 기부금 영수증을 제작했습니다. QR코드를 첨부하여 동아리 단체 사이트 주소기부 인증 영수증을 동아리 멤버들에게 나눠줬습니다. 이후 모금에 참여한 분에게 영수증을 발급해드렸고 후원해주신 분들이 기부 영수증을 SNS에 공유하면서 더 많은 분이 모금활동에 참여했습니다. 이후 SNS 홍보를 활성화하여 중고서적 판매 활동, 대학 스포츠 경기 관람권 판매하여 효과적으로 수익을 창출했습니다. 마침내 9명의 팀원과 함께 성공적인 자선행사를 치러서 ㅁㅁㅁ에서의 봉사 프로젝트를 완수할 수 있었습니다.   [DNA 앱스토어 산업확장 움직임에 대한 견해] 최근 한국 기업인 마이지놈박스(My Genome Box, MGB)가 유전자 정보 플랫폼인 DNA App을 활용한 사업을 진행하고 있습니다. MIT가 발행한 기술잡지에서 혁신적인 기술로 DNA 앱이 선정된 이후로 산업확장 움직임을 알게 되었습니다. DNA App은 한국에서는 생소한 분야이지만, 선진국에서는 헬스케어뿐만 아니라 금융 분야에서도 사용되며 여러 산업에서 활용하고 있습니다. 그러나 IT 기술 발전에는 전문가들의 상반된 의견이 드러내며 기술 자체의 양면성을 지적합니다. 예를 들어, 테슬라 모터스 CEO인 엘론 머스크와 페이스북 CEO인 마크 저커버그는 인공지능 기술에 대해 다른 태도를 보입니다. 자율주행 자동차를 개발하고 인공지능 기술에 아낌없이 투자했던 엘론 머스크는 AI 기술이 사회를 위협할 것이라고 했지만, 마크 저커버그는 윤리적인 문제점을 지적하기보다 기술의 진보가 사회 발전을 초래할 것이라고 주목하고 있습니다.  이처럼 DNA App 기술에 대한 전문가들의 다양한 의견이 존재하지만, 신기술인 DNA 앱은 혁신적인 기술로 인정을 받았으며 새로운 수익창출을 기대할 수 있습니다. 한국의 제약회사나 생명과학 기술을 가지고 있는 회사들이 DNA App 기술에 관심이 많지만, 유전적인 정보나 생물학 관점에서의 해석력은 있지만, IT 기술과 융합력을 갖추지 못하고 있습니다. 저는 이러한 가치를 제공함에 있어서 삼성 SDS가 중요한 역할을 할 것으로 생각합니다. 기술의 발전을 위한 삼성 SDS가 취해야 할 2 가지 전략을 생각해봤습니다. 첫째, 선진국의 DNA App 산업을 분석해 팔로우십 전략을 가지는 것입니다. 둘째, 삼성SDS는 의료 산업에서 시스템을 구축했던 경험과 기술력으로 공동의 이해관계자와 협력하여 신기술을 개발하는 것입니다. 저는 삼성SDS가 2번째 전략을 활용해서 공공기관과 협력하여 빅데이터를 구축해 DNA App의 표준화를 정착해 나가는 방향이 옳다고 생각합니다."
2,2019년 상반기 삼성SDS 합격자 Essay 02,"[새로운 꿈: 클라우드 전문가] 전공에 대한 흥미가 없었던 시절, 지도교수님 연구실은 저에게 새로운 꿈과 흥미를 주었습니다. 연구실 행정업무를 맡으면서 여러가지 사업계획서와 개발목표 및 내용들을 읽어보면서 그것들의 목적과 기대효과에 대해 많은 관심이 생겼습니다. 덕분에 저도 `재난 모니터링 시스템을 개발해보겠다`는 하나의 목표를 세우게 되었습니다. 이러한 꿈을 안고, 연구실에서 ITRC 참여연구원으로 활동하기 시작하였습니다. 석·박사 연구원들의 지식에 미치지는 못하였지만, 그들의 연구에 따라가기 위해 전년도 결과보고서를 이해가 될 때까지 반복적으로 읽었습니다. `2017 World IT Show` 전시활동도 참여하여 거기에 전시된 정말 다양한 곳에서 선보인 결과물들을 관찰하고 트렌드에 대해 생각해보았습니다. 이후, `싱크홀`이라는 주제로 한창 이슈가 되었던 AWS를 이용해 모니터링 시스템을 개발하였습니다. 평소 취미로 했었던 아두이노 경험이 많은 도움이 되었고, 특히 AWS라는 클라우드를 처음 접하면서 이러한 클라우드 서비스에 매료되었습니다. 캡스톤디자인 경진대회에서 대상을 받았을 땐, 클라우드 길 대한 확신이 생겼습니다. 이제는 삼성SDS에서 개발자로서 새로운 출발을 하고 싶습니다. 많은 혁신이 이루어지고 있는 지금, 선행 사례에 대해 꾸준히 공부하고 지금껏 쌓아왔던 역량을 토대로 클라우드 사업 성과 달성에 기여하고 싶습니다.   [포기하지 않는 자만이 나아갈 수 있다!] 남들보다 늦게 시작한 저는 무엇이든 서슴지 않고 도전하며 저를 성장시키기로 했습니다. 2018년, 연구실에서 참여연구원으로 활동하면서 캡스톤디자인 경진대회까지 도전하였습니다. 친구들은 수업, 행정업무와 더불어 2개의 작지 않은 프로젝트를 진행하는 저에게 불가능할 것이라고 다시 한번 생각해보라고 하였습니다. 하지만, 저는 프로젝트는 다르지만, 큰 주제는 비슷하였고 개발하고자 하는 프론트 엔드도 비슷하였기 때문에 시간 관리만 잘 한다면 가능할 것이라고 판단하였습니다. 오로지 이를 전부 완료하였을 때의 그 성취감과 저에 대한 가능성을 알고 싶어 절대 포기하지 않았습니다. 이를 달성하기 위해, 2가지의 방법을 이용하였습니다. 하나는, 대부분 연구실에서 이루어지는 일이기 때문에 집에서 연구실에서 오는 시간을 절약하기 위해 주중 대부분의 밤을 연구실에서 지새웠습니다. 일어나자마 마자, 행정 업무를 수행하고, 중간 중간 잡혀있는 프로젝트 회의를 진행하면서 구성원으로서의 책임과 경진대회 준비를 소흘히 하지 않았습니다. 나머지 하나는, 달력을 이용하여 많은 일정들을 체계적으로 정리하여 그때 그때 대응할 수 있도록 하였습니다. 중간에 비어있는 짬 시간까지 활용하는데에 달력은 정말 최고의 방법이었습니다. 그 결과, 행정업무에 차질을 만들지 않고, 참여연구원으로서의 제 역할을 수행하였으며, 각종 경진대회에서 입상할 수 있었습니다. 또한, 연구실 내의 후배들에게 저의 경험을 보여주며 본보기가 될 수 있었습니다. 이를 통해 저는 여건에 상관없이 하고자 하는 의지와 포기하지 않는 마음가짐이 있다면 돌파구는 반드시 생긴다는 것을 깨달았습니다. 또한, 앞으로도 이런 마음가짐으로 나아간다면 무엇이든지 할 수 있다는 자심감을 얻을 수 있었습니다. 앞으로도 어려운 환경에 힘들어하더라도 좌절하지 않고 나아가는 사람이 될 것입니다.  [지적에 불만을 가지지 마라. 배울 수 있는 좋은 기회가 될 수 있다.] 작년 12월, 연구실 내 학부생들끼리 회식을 하던 때였습니다. 서로 한 해 성공한 것들에 대한 축하와 덕담을 나누며 재미있는 시간을 가졌습니다. 열 댓병 들어갈 때쯤, 한 친구가 저에게 지적아닌 지적을 하였습니다. 그것은 `화가 난 것을 겉으로 드러내지 말라`는 것이었습니다. 저는 처음에는 저를 지적하는 것에 불편한 마음에 화를 내었습니다. 애초에 남에게 화를 잘 안내는 성격이었기 때문입니다. 하지만, 술자리에 있던 모든 인원이 이를 공감을 하였습니다. 또한, 연구실 말고도 다른 곳에서도 분명 그랬을 것이라는 생각에 제 자신이 너무나 부끄러웠습니다. 그러면서 느꼈던 것은, 어떠한 사람이든지 간에 타인의 지적에 대해 다시 한번 생각해보는 마음가짐을 갖추자는 것입니다. 이를 계기로, 다시 한번 저를 되돌아 보는 계기가 되었습니다. 하루 몇번 화를 내는지 숫자를 적으면서 지적에 대해 다시 한번 생각해보려고 노력하였습니다. 이를 통해, 지금은 저도 모르게 지적에 대해 생각하게 되고, 연구실 사람들과 원만한 관계를 가지며 지내고 있습니다.   [학교내 클라우드 교육의 필요성] AWS와 같은 클라우드 서비스가 몇 년 전부터 선풍적인 인기를 끌면서 다수의 스타트업 기업들이 이를 이용하고 있습니다. 원하는 서비스를 상황에 맞게 제공할 수 있는 장점이 가장 돋보입니다. 현재 저희 연구실에서는 여러가지 프로젝트때문에 5대의 서버를 돌리고 있습니다. 특히 빅데이터 주제를 다루는 프로젝트에 돌아가는 서버를 구축하기 위해 수백만원의 초기비용을 투자하여 마련하였지만, 지불한 비용만큼 이용을 하지 않고 있습니다. 이처럼, 기존의 서버는 한계라는 것이 존재해 특정 한계를 가정하여 막대한 초기 비용을 지불할 가능성이 농후합니다. 하지만, AWS를 이용한다면, 이러한 초기 비용 절감뿐만 아니라 원하는 서비스가 바뀔 때마다 옵션을 바꾸어 운영할 수 있습니다. 그러나, 이러한 다양한 옵션들이 있는 AWS가 숙련되지 않은 사람들에게는 감당할 수 없는 비용을 지불해야 할 수도 있습니다. 또한, 낯선 환경탓에 비용에 대한 불안감에 제 주변 친구들만 봐도 잘 시도하려고 하지 않습니다. 여기에 아직도 마땅히 AWS와 같은 클라우드 교육이 학교에서 이루어지지 않고 있습니다. 또한, 제 전공의 특성상 프로젝트를 진행할 때 서버를 돌리는 경우가 빈번합니다. 이 때, 이 서버를 둘 장소도 없을 뿐더러 보안 IP 특성상 접근 마다 지도교수님의 허가가 필요한 복잡한 절차가 프로젝트의 발목을 잡습니다. 제가 프로젝트를 진행하면서 AWS를 이용하였을 때 이러한 문제점들을 정말 손쉽게 해결할 수 있었습니다. 앞으로는 이러한 클라우드 상에서 이루어지는 S/W 개발 경험과 기술들의 진가가 10대에서부터 발휘되는 시대가 올 것입니다. 현재 클라우드 서비스에 대한 투자가 지속적으로 이루어지고 있습니다. 기술에 대한 R&D 투자 뿐만이 아니라 코딩교육이 의무화된 지금, 대학교를 비롯해 클라우드 교육이 활발히 이루어져야 된다고 생각합니다. 이를 바탕으로 활발한 교육이 지속적으로 이루어진다면, 개발자를 꿈꾸는 학생들에게 큰 동력이 될 수 있을 것입니다."
3,2019년 상반기 삼성SDS 합격자 Essay 01,"이내 [꿈을 향해 나아가는 인재] 정보통신학부를 전공하며 정보보안 분야에 관심을 가지게 되었습니다. 그러면서 자연스럽게 현재 삼성SDS에서 사용하고 있는 보안솔루션 중 Rapid7이라는 자동 모의침투테스트 검증 솔루션을 알게 되며 이 분야의 최고가 되고 싶다는 꿈이 생겼습니다. 이런 저의 꿈에 다가가기 위해 실무교육을 이수하였고, 교육을 이수하며 확신을 가지게 되었습니다. 전 세계에서 최고의 인재들이 모인 삼성SDS에서 보안 전문가로 같이 성장하고 싶습니다.  [모두에게 인정받는 보안 전문가] 입사 후 목표는 3년 안에 모두에게 인정받는 보안 전문가가 되는 것입니다. 그러기 위해 다음과 같은 노력을 할 것입니다. 첫째, 해당 직무에 대해 빨리 파악하고 수행, 그리고 팀원과의 의사소통을 중시하겠습니다. 지금까지 제가 경험한 바로는 개개인이 일을 수행하는 것보다 팀워크를 통해 일을 수행하는 것이 가장 효율성이 높다고 생각합니다. 따라서 조직이 잘 어우러지게 하고, 항상 수용하는 자세로 임하여 빠르게 적응할 수 있게 하겠습니다. 둘째, 자격증 취득을 할 것입니다. 정보보안기사, CCNA 등을 취득할 것입니다. 정보보안은 실무능력뿐만 아니라 법도 알아야 하고, 긴급 상황에서 빠른 대처와 예방을 할 수 있어야 하는 직업이므로 더욱더 자기 계발에 힘쓰도록 하겠습니다. 이상으로 삼성SDS와 함께 발전하여 역량을 펼칠 수 있는 보안 전문가가 되겠습니다.   기술하시기 바랍니다. (※작품속 가상인물도 가능) 1500자 (영문작성 시 3000자) 이내 [보안 솔루션을 구축하며 키운 보안 전문가의 꿈] 삼성SDS에 입사하기 위해 실무교육을 받으며 보안 전문가의 능력을 키워나갔습니다. 그래서 일부러 강의 수강 시 보안 솔루션 구축에 더 관심을 가지며 경청하였습니다. 저의 실력을 더 견고하게 다지기 위하여 최우수 프로젝트 수상을 목표로 하고 (주)Meerkat 보안 솔루션 구축에 도전했습니다. 프로젝트를 설계가 끝난 후 문제가 생겼습니다. 보안 솔루션을 구축하기 위해서는 취약점이 어느 부분에 있는지 확인하여야 하는데 팀원들 모두 취약점 확인에 관해 공부한 적이 없었기 때문에 어려움을 겪었습니다. 그래서 인터넷 검색, 강사님께 질문을 통하여 팀원들과 함께 공부하며 지식을 쌓았습니다. 이후, 각자 부분을 나누어 취약점 분석, 침투테스트 수행, 보안 솔루션 구축 업무를 맡았습니다. 여러 가지 취약점을 분석하는 방법과 침투테스트 방법에 관해서는 강사님께 물어보고 커뮤니티를 참조하면서 해결했습니다. 이후 보완점을 찾아 더 나은 프로젝트를 완성하기 위해 강사님과 함께 침투테스트 및 보안 솔루션을 개선해나갔습니다. 구성된 팀원 모두 맡은 부분에 끊임없이 노력하여 충실히 수행했습니다. 그 결과 프로젝트 발표에서 최우수 프로젝트 상을 받았습니다.  [기술 향상에 대한 열정] 강사님께서는 ""보안 전문가는 프로젝트에서 사용한 기술 외에도 리버스 엔지니어링이나 포렌식 등도 할 줄 알아야 한다. 처음엔 어렵다고 해도 끊임없이 노력하면 다른 사람들보다 경쟁력 있는 사람이 될 것이다. 노력하는 것을 멈추지 마라""라는 말씀을 해주셨습니다. 저는 이 말씀을 새겨듣고 리버스 엔지니어링에 대해 공부하기 시작하였고, 실제 공격에 쓰였던 바이러스를 분석해보자는 목표를 갖게 되었습니다. 목표를 이루기 위해 Immunity Debugger, IDA, Process Monitor, bintext 등을 사용해보며 리버스 엔지니어링 툴에 익숙해졌고, 여러 가지 리버스 엔지니어링 튜토리얼들을 수행하며 리버스 엔지니어링 기술을 향상시켰습니다. 그 결과 2013년 국가 주요 기관을 마비시켰던 3.20 사이버테러에 사용된 3.20 바이러스를 분석하는 데 성공하였습니다.  침투테스트와 보안솔루션, 리버스 엔지니어링에 관심이 있고, 적성이 있기에 실력을 키우기 위해 노력하였습니다. 꿈을 이루기 위한 노력을 통해 삼성SDS의 보안 직무를 담당할 역량을 갖추었다고 자신할 수 있게 되었습니다.   1000자 (영문작성 시 2000자) 이내 [디지털 시대의 선두주자] 2018년 6월 논쟁거리가 되었던 가상화폐거래소 빗썸에서 350억 원 규모의 일부 암호 화폐가 탈취당한 사건이 있었습니다. 데이터를 분산 저장하기 때문에 블록체인 네트워크를 위, 변조하기 위해서는 참여자의 거래 데이터를 모두 공격해야 하므로 해킹이 불가능하다고 여겨진 블록체인 기술은 결국 완벽하지 않은 것으로 밝혀졌습니다. 이런 불안전한 블록체인 기술이 화두 되는 와중에 삼성SDS에서는 자체 개발 플랫폼 Nexledger를 통해 블록체인 기술을 발전시키고 다양한 서비스의 가능성을 넓혔다는 우수성을 인정받아 `제18회 대한민국 디지털경영혁신대상`에서 국무총리상을 받았습니다. 블록체인 기술이 안전하지 않다고 확인된 와중에 삼성SDS의 디지털경영혁신대상 국무총리상 수상은 해커들에게 맞서는 디지털 시대의 선두주자 삼성SDS의 모습을 보여주었습니다.  [실시간 자동 처리 플랫폼 Nexledger] 블록체인의 특징은 분산저장을 한다는 것입니다. 기존 거래 방식에서는 데이터 위, 변조를 위해 은행의 중앙서버만 공격하면 됐지만, 블록체인은 여러 명이 데이터를 저장하기 때문에 위, 변조가 어렵습니다. 비록, 빗썸 사건에서는 관리가 소홀하여 피해가 있었지만, 삼성SDS의 자체 개발 플랫폼인 Nexledger으로 모든 블록체인 플랫폼을 대체하고 플랫폼 내에 자동 암호화 저장, 외부 침투에 실시간으로 대처하는 자체 백신 기능을 추가한다면 빗썸 사건과 같은 일은 일어나지 않을 것은 물론이고 삼성SDS가 디지털 시대의 선두주자 자리에서 다른 기업의 모범이 될 수 있다고 생각합니다."
